class;width;height;xmin;ymin;xmax;ymax
An72;640;799;90;43;505;214
An72;960;640;137;334;595;453
An72;554;369;140;92;398;248
An72;960;640;33;184;919;379
An72;1200;899;98;351;1111;595
An72;3793;1945;3322;652;3389;713
An72;652;402;191;155;493;276
An72;960;640;64;214;806;383
An72;960;640;177;112;960;636
An72;1600;1067;0;172;1600;814
An72;750;495;12;180;434;314
An72;670;424;0;102;657;373
An72;960;720;44;0;960;710
An72;960;720;0;0;857;607
An72;750;495;315;165;750;316
An72;1920;1048;1203;534;1801;703
An72;867;962;158;713;551;804
An72;3795;1947;3537;817;3788;1032
An72;3268;1885;755;260;865;352
An72;1200;790;0;37;1200;677
An72;3268;1885;1045;265;1168;362
An72;2048;1360;130;199;2048;815
An72;2048;1360;0;383;1078;770
An72;2048;1360;1809;675;1930;694
An72;2492;1867;1007;1510;1187;1681
An72;711;400;42;117;300;189
An72;2580;2028;793;711;2208;1161
An72;3796;1945;1439;833;1770;1232
An72;1093;800;0;272;766;521
An72;3268;1885;564;258;673;350
An72;2048;1536;101;593;1940;1224
An72;3268;1885;426;253;538;347
An72;1000;505;0;94;1000;451
An72;1080;720;14;209;1068;495
An72;775;466;491;0;634;69
An72;3268;1885;1165;241;1282;345
An72;720;480;5;118;720;341
An72;960;649;308;335;584;439
An72;2048;1345;411;312;2048;1345
An72;640;480;0;0;640;448
An72;1280;853;0;77;1280;656
An72;960;720;70;0;960;602
An72;827;879;0;590;757;879
An72;3793;1951;2074;293;2185;427
An72;817;867;374;572;580;711
An72;3792;1950;3488;1464;3562;1557
An72;1600;1200;0;512;1600;1116
An72;1080;1080;0;278;1080;1080
An72;3676;1798;3484;53;3578;135
An72;3793;1951;3524;70;3629;182
An72;1300;865;325;318;927;487
An72;960;720;0;49;960;643
An72;1600;900;52;116;1551;687
An72;960;669;37;262;928;505
An72;3790;1666;16;1500;162;1646
An72;1000;505;28;36;1000;451
An72;720;720;88;278;637;628
An72;3796;1945;1571;1289;1898;1679
An72;3840;2160;2111;1338;3301;1662
An72;960;640;135;75;723;574
An72;1300;867;122;250;1181;600
An72;445;311;0;77;365;275
An72;1024;683;12;122;1004;449
An72;3793;1951;281;630;473;811
An72;1280;853;0;111;1280;675
An72;724;671;574;144;633;198
An72;775;466;30;325;190;440
An72;3796;1945;448;1513;817;1906
An72;1600;901;67;240;1600;686
An72;1600;931;455;397;668;586
An72;1080;1350;47;312;444;463
An72;775;466;302;321;456;439
An72;775;466;548;49;694;109
An72;775;466;640;23;775;81
An72;960;673;267;125;794;550
An72;1832;1222;235;445;1817;836
An72;3792;1950;1831;334;1999;514
AV8B;1200;799;468;517;684;601
AV8B;1813;1020;774;329;1112;664
AV8B;2981;1984;1288;911;2112;1153
AV8B;940;411;119;182;205;214
AV8B;3543;2362;388;168;2978;2229
AV8B;5616;3744;931;475;4583;1952
AV8B;1200;799;210;0;959;287
AV8B;4096;2731;0;741;2833;2099
AV8B;1200;803;453;213;737;303
AV8B;5926;3951;0;0;5926;2646
AV8B;2981;1984;419;507;1344;754
AV8B;5760;3840;2765;2803;4729;3678
AV8B;3809;2539;1355;1326;1461;1356
AV8B;5760;3840;1917;1414;3136;2070
AV8B;1386;924;181;402;1019;619
AV8B;1200;799;434;433;708;526
AV8B;1587;984;15;460;1587;984
AV8B;4096;2731;0;1430;3831;2731
AV8B;2981;1984;776;1179;1586;1365
AV8B;2981;1984;1145;593;2037;819
AV8B;2981;1984;1740;718;2602;895
AV8B;1600;1067;60;322;1576;739
AV8B;1440;720;0;118;730;355
AV8B;4288;2848;0;494;3501;1767
AV8B;1280;853;744;403;1214;543
AV8B;1200;799;370;279;779;454
AV8B;2981;1984;449;966;1325;1183
AV8B;2995;3744;664;1192;1980;1520
AV8B;1050;749;453;314;555;357
AV8B;5616;3744;661;1281;4146;2658
AV8B;1080;1350;106;652;898;963
AV8B;3888;2592;1707;1365;2841;1997
AV8B;3000;2000;762;271;1354;601
AV8B;5616;3744;3531;1479;4586;2008
AV8B;1734;974;956;350;1444;509
AV8B;1734;974;893;545;1576;785
AV8B;2100;1500;43;595;1617;1080
AV8B;1000;563;833;411;882;461
AV8B;3888;2592;933;474;2085;1127
AV8B;4096;2731;2808;1359;2857;1376
AV8B;1400;1000;288;374;1400;693
AV8B;3848;2576;2222;721;2736;865
AV8B;1024;763;0;184;1024;763
AV8B;1024;763;502;344;908;523
AV8B;5760;3840;344;1585;2193;2705
AV8B;5616;3744;3576;1465;4327;1736
AV8B;1400;1000;322;268;732;380
AV8B;5760;3840;1975;732;4467;1848
AV8B;2566;1800;235;668;1191;1029
AV8B;3176;2117;215;502;2725;1545
AV8B;4288;2064;247;1213;952;1393
AV8B;3224;2150;164;1288;1275;1537
AV8B;5760;3840;1052;1364;2559;1897
AV8B;940;411;556;59;706;105
AV8B;3744;5616;1463;503;2480;1033
AV8B;3224;2150;966;727;2610;1101
AV8B;5339;3003;18;545;3842;1362
AV8B;5760;3840;3976;1000;4384;1163
AV8B;4096;2731;1511;1236;4096;2731
AV8B;4096;2731;855;592;1437;1041
AV8B;5760;3840;966;2988;1462;3165
AV8B;4096;2731;0;126;2562;1120
AV8B;2801;1578;1489;798;2029;1313
AV8B;4288;2064;2294;769;4288;1326
AV8B;1999;1125;278;305;1933;734
AV8B;6000;4000;3194;1528;3737;1750
AV8B;5472;3648;2254;1653;3842;2599
AV8B;1999;1125;18;332;1525;736
AV8B;4096;2731;1893;670;2680;913
AV8B;2801;1578;526;285;1148;852
AV8B;4288;2064;2270;1177;2899;1338
AV8B;940;411;139;77;270;124
AV8B;1000;563;97;419;139;464
AV8B;5616;3744;720;1358;5212;3567
AV8B;4449;3200;2207;1444;3030;1788
AV8B;1858;1045;0;276;821;715
AV8B;4649;2615;2469;893;3986;1497
AV8B;1858;1045;380;190;1835;780
AV8B;1200;799;546;208;671;294
AV8B;5472;3648;2109;1687;3130;1931
AV8B;5472;3648;2416;1665;3379;1903
AV8B;3868;2771;0;378;1382;1014
AV8B;1200;799;570;305;712;407
AV8B;2628;1483;1632;609;1976;1227
AV8B;2628;1483;506;205;802;835
AV8B;3000;2400;4;740;662;979
AV8B;1200;675;604;179;664;202
AV8B;5616;3744;345;2319;1460;2872
AV8B;2302;1500;204;301;2092;813
AV8B;5616;3744;1504;1442;5469;3058
AV8B;1024;683;35;259;313;373
AV8B;1864;1049;220;288;1677;711
AV8B;2642;1887;979;440;2400;1000
AV8B;600;398;48;59;544;300
AV8B;2100;1500;665;191;1176;436
AV8B;2100;1500;658;533;1149;766
AV8B;5616;3744;572;939;3414;2247
AV8B;2100;1500;1238;722;1733;958
AV8B;1200;799;533;153;647;221
AV8B;1200;799;522;96;629;166
AV8B;4096;2731;824;1050;4096;2731
AV8B;2048;1365;1303;540;1571;599
AV8B;3000;1859;1786;936;2987;1220
AV8B;3543;1772;2199;638;3543;1407
AV8B;5760;3840;0;706;2522;1764
AV8B;5616;3744;3876;1496;4259;1652
AV8B;3543;1772;1050;554;3524;1298
AV8B;3000;1859;960;880;2635;1269
AV8B;6016;4016;232;1341;4584;2557
AV8B;5760;3840;349;731;4866;2219
AV8B;5872;4194;2392;2089;4968;2723
AV8B;3581;2387;1059;739;3337;1646
AV8B;3543;1772;119;583;2376;1226
AV8B;3715;3251;1451;1231;2093;1401
AV8B;1080;1080;902;271;954;289
AV8B;5616;3744;4168;2449;5362;2755
AV8B;5616;3744;277;1627;3994;3085
AV8B;6000;4000;2681;2523;3846;2914
AV8B;3648;2053;2675;1093;3543;1730
AV8B;5616;3744;467;1626;2313;2809
AV8B;3648;2053;340;405;1307;1094
AV8B;2037;1146;427;457;875;863
AV8B;3702;1641;1980;1271;2160;1387
AV8B;2037;1146;1391;175;1642;664
AV8B;2100;1500;0;235;1648;1500
AV8B;1638;2048;0;464;1638;2048
AV8B;1080;1080;93;272;145;292
AV8B;3809;2539;1537;1324;1633;1351
AV8B;2100;1500;1257;313;1772;547
AV8B;4096;2730;208;557;3867;2016
AV8B;2985;2299;0;1195;2985;2299
AV8B;1900;2850;408;1096;1168;1314
AV8B;1600;837;68;0;1600;796
AV8B;1962;1104;963;446;1211;535
AV8B;3507;2531;2160;880;2248;922
AV8B;1962;1104;1204;370;1457;456
AV8B;3210;2140;146;689;3093;1507
AV8B;1024;683;84;278;787;439
AV8B;2048;1366;636;683;1525;912
AV8B;1024;683;289;246;957;399
AV8B;4650;2655;8;745;1633;1328
AV8B;3507;2531;2065;888;2156;929
AV8B;480;852;0;96;382;252
AV8B;1579;867;769;771;906;813
AV8B;2048;1536;477;369;1626;906
AV8B;4111;2741;0;0;2769;1432
AV8B;4288;2848;884;345;1794;627
AV8B;3589;2393;1776;369;2340;633
AV8B;1600;1067;0;67;1600;1067
AV8B;1386;924;387;303;1202;492
AV8B;2048;1365;299;701;1168;958
AV8B;1280;853;423;408;849;539
AV8B;1500;1000;337;336;1476;811
AV8B;2218;1248;1273;178;2218;1248
AV8B;1024;683;69;302;676;449
AV8B;3868;2771;939;651;3153;1844
AV8B;1962;1104;757;535;1007;623
AV8B;3872;2592;0;247;3785;2494
AV8B;1843;1037;35;266;1682;724
AV8B;1843;1037;13;123;1672;791
AV8B;3507;2531;3266;780;3367;823
AV8B;3376;2250;0;38;2604;1972
AV8B;4320;3240;338;1093;1405;2146
AV8B;4320;3240;2806;1059;3868;2099
AV8B;4320;3240;1497;1379;2706;2630
AV8B;1200;810;50;189;1164;666
AV8B;5760;3840;1669;1194;5595;2354
AV8B;1024;683;372;250;950;392
AV8B;675;1200;0;407;380;572
AV8B;3507;2531;3375;783;3466;821
AV8B;4096;402;1521;195;1615;243
AV8B;2914;1378;136;471;1186;953
AV8B;2218;1248;387;255;1430;549
AV8B;4320;3240;1713;589;2552;1290
AV8B;1777;1306;85;137;1267;873
AV8B;3507;2531;1947;896;2038;938
AV8B;3507;2531;2255;873;2341;916
AV8B;1600;837;0;0;1547;837
AV8B;1962;1104;469;610;718;697
AV8B;5472;3648;2067;1717;3044;1945
AV8B;5472;3648;2263;1659;3196;1820
AV8B;4096;402;1737;124;1833;174
AV8B;1925;2830;555;1141;1246;1560
AV8B;2560;1600;1346;239;1688;354
AV8B;2048;1366;1549;786;1725;845
AV8B;4096;2730;1811;630;1899;677
AV8B;3779;2519;2282;836;2652;1031
AV8B;4188;2802;2163;1166;2449;1236
AV8B;4188;2802;1970;1181;2238;1250
AV8B;4188;2802;1778;1195;2045;1264
AV8B;4188;2802;1841;1496;2105;1670
AV8B;4096;2730;2015;657;2105;702
AV8B;3559;2542;326;1806;613;2216
AV8B;2048;1420;1029;307;1767;631
AV8B;1024;683;181;226;860;483
AV8B;4752;3168;1447;1427;2627;1757
AV8B;1680;1200;909;311;1160;373
AV8B;5520;3680;1804;1837;2558;2604
AV8B;1660;934;880;383;1622;623
AV8B;1660;934;309;394;974;619
AV8B;600;445;149;108;407;210
AV8B;3840;5760;1315;1017;1512;1183
AV8B;1564;1043;872;132;1434;434
AV8B;4752;3168;2678;1868;3821;2190
AV8B;1280;870;7;247;1263;591
AV8B;3493;3493;729;123;2531;3206
AV8B;4940;3529;2323;1390;4781;2150
AV8B;5472;3648;2237;1652;3298;1922
AV8B;6048;4024;0;302;5511;4004
AV8B;4920;2768;1746;45;3001;1023
AV8B;4096;2730;228;1543;1437;2012
AV8B;720;1280;142;0;644;391
AV8B;2048;1153;671;439;1304;638
AV8B;2048;1366;677;377;779;434
AV8B;2048;1366;392;489;493;537
AV8B;3000;1967;503;1033;1968;1401
AV8B;2048;1153;16;284;636;498
AV8B;2100;1500;14;585;2058;1130
AV8B;1000;667;213;272;828;511
AV8B;1733;1733;530;1187;928;1443
AV8B;1733;1733;907;1457;1299;1717
AV8B;1024;576;397;286;866;453
AV8B;1200;803;520;272;614;492
AV8B;4096;2726;9;779;3210;1642
AV8B;1024;576;82;336;295;424
AV8B;1280;720;254;358;918;589
AV8B;1564;1043;222;473;900;961
AV8B;1657;1105;650;597;859;648
AV8B;5616;3744;104;1796;2537;2964
AV8B;3559;2542;1475;1127;1725;1477
AV8B;1200;799;985;325;1194;428
AV8B;4096;2730;449;1334;1657;1814
AV8B;1802;1014;793;245;929;315
AV8B;1802;1014;1031;244;1167;323
AV8B;1964;1105;890;289;1948;717
AV8B;1964;1105;55;351;1211;672
AV8B;3504;2336;112;211;3504;1416
AV8B;2560;1600;1047;146;1379;258
AV8B;5704;3803;2617;1551;4296;2220
AV8B;3092;2224;84;635;2944;1698
AV8B;1000;667;50;101;982;542
AV8B;4000;6000;337;4063;2984;5414
AV8B;945;2048;71;1562;315;1635
AV8B;4000;6000;689;2708;1752;3325
AV8B;4000;6000;1168;2364;2210;2712
AV8B;1200;799;240;295;771;470
AV8B;1200;799;475;294;860;406
AV8B;720;1280;303;517;416;572
AV8B;3092;2224;0;1267;622;1446
AV8B;2100;1500;484;212;1802;811
AV8B;1200;799;760;327;1041;444
AV8B;1200;675;283;213;537;340
AV8B;1714;1066;784;633;1015;691
AV8B;1600;1071;920;322;1007;355
AV8B;5472;3648;2255;1575;3293;1832
AV8B;5472;3648;1700;1660;2796;1920
AV8B;4096;2730;2800;2047;2847;2068
AV8B;1500;1004;381;280;1115;656
AV8B;1536;987;826;322;1270;523
AV8B;2100;1500;785;682;2049;1264
AV8B;2100;1500;400;106;1069;435
AV8B;1600;1067;238;401;692;588
AV8B;1536;987;523;596;885;761
AV8B;5616;3744;1141;2631;3801;3498
AV8B;2085;1488;823;532;1590;780
AV8B;2085;1488;1266;293;1904;515
AV8B;1710;2048;377;747;930;1044
AV8B;1200;799;0;308;426;511
AV8B;1200;799;446;311;798;468
AV8B;2814;1958;16;1250;2778;1866
AV8B;1200;810;369;278;832;519
AV8B;2000;1278;318;288;707;400
AV8B;4928;3280;455;1022;4031;2414
AV8B;6048;4024;3939;1419;5105;1829
AV8B;1974;1111;464;821;983;1001
AV8B;720;1280;401;715;472;744
AV8B;4096;2304;484;1345;1150;1587
AV8B;1760;990;710;216;965;319
AV8B;720;1280;56;204;550;342
AV8B;5616;3744;0;752;5267;3744
AV8B;4096;2304;0;1389;277;1569
AV8B;4096;2304;1737;954;3463;1672
AV8B;1817;1022;95;108;1762;876
AV8B;5616;3744;208;610;5498;2935
AV8B;2048;1152;124;54;2048;1152
AV8B;1925;2407;537;295;1419;673
AV8B;2048;1152;747;329;1767;769
AV8B;3000;1813;305;228;995;467
AV8B;5476;3069;2414;1065;3032;1351
AV8B;3016;2011;150;321;1614;830
AV8B;5760;3840;2299;970;4885;2177
AV8B;2048;1336;981;653;1524;1232
AV8B;6144;2920;0;1084;1874;1984
AV8B;1200;803;558;328;639;489
AV8B;3046;2176;385;313;2518;1390
AV8B;1088;725;271;281;537;396
AV8B;4096;2731;1220;1578;1460;1722
AV8B;2048;765;1401;695;1432;713
AV8B;2048;1152;337;289;2028;718
AV8B;5472;3648;1676;1623;2765;1877
AV8B;6000;4000;0;0;6000;4000
AV8B;2048;1326;1352;937;1591;1259
AV8B;2048;765;1390;678;1422;697
AV8B;5472;3648;2688;1626;3749;1871
AV8B;2048;765;1378;660;1409;678
AV8B;2048;1152;22;312;1551;725
AV8B;2048;765;562;82;636;120
AV8B;920;518;0;140;400;411
AV8B;2048;863;928;744;1223;824
AV8B;2048;1326;560;56;807;392
AV8B;2048;765;1372;639;1405;659
AV8B;1146;694;652;362;737;392
AV8B;4096;2731;1262;1818;1496;1955
AV8B;4096;2731;1114;1188;1365;1347
AV8B;5760;3840;2692;1944;5760;2906
AV8B;4096;2731;1168;1383;1414;1536
AV8B;1920;1536;525;463;1754;1092
AV8B;2048;1153;1392;623;1997;823
AV8B;5760;3840;270;633;581;766
AV8B;5616;3744;1955;1586;3247;2040
AV8B;4118;2745;96;584;3866;1703
AV8B;4096;2304;58;1130;579;1373
AV8B;1024;768;465;460;535;489
AV8B;4096;2733;1765;1952;2183;2120
AV8B;3861;2574;415;239;2195;1050
AV8B;4096;2733;2078;566;2440;697
AV8B;1024;768;477;468;638;523
AV8B;1024;768;436;475;638;528
AV8B;6000;4000;1750;3407;2181;3590
AV8B;4920;3280;309;1756;2395;2556
AV8B;1024;768;320;484;603;622
AV8B;6720;4480;77;1949;3338;2884
AV8B;1080;1920;250;52;883;1845
AV8B;4254;2865;320;1127;2764;1772
AV8B;1974;1111;1051;70;1553;455
AV8B;1974;1111;821;392;1351;558
AV8B;1280;870;3;252;1271;606
AV8B;1974;1111;642;597;1168;766
AV8B;4920;3280;2670;1772;4710;2531
AV8B;1200;675;951;320;1008;340
AV8B;4096;2304;480;1135;1111;1433
AV8B;4956;3540;850;879;4375;2819
AV8B;6144;2920;1226;805;6058;2196
AV8B;1920;1536;20;337;864;747
AV8B;2153;1211;1300;405;2093;754
AV8B;6000;4000;797;1412;3432;2521
AV8B;2153;1211;606;473;1219;761
AV8B;2153;1211;66;443;592;671
AV8B;793;991;616;433;793;507
AV8B;1200;675;125;348;179;367
AV8B;1974;1212;0;489;1815;1166
AV8B;1974;1212;322;160;1871;633
AV8B;1600;900;0;397;631;720
AV8B;1600;900;612;319;767;378
AV8B;6000;4000;2469;2218;3147;2442
AV8B;5626;3750;0;0;3881;3750
AV8B;978;978;38;189;956;978
AV8B;600;450;0;0;600;346
AV8B;4096;2304;1144;992;1971;1355
AV8B;2048;1366;681;279;767;324
AV8B;2048;1366;962;362;1047;400
AV8B;6144;2920;0;976;3455;2062
AV8B;5616;3744;2968;1995;3210;2109
AV8B;1536;987;815;663;1450;950
AV8B;600;449;171;19;396;128
AV8B;1500;1000;64;503;548;644
AV8B;1604;317;707;269;865;312
AV8B;4096;2731;2322;984;2969;1259
AV8B;600;340;119;35;462;170
AV8B;5616;3744;3587;1267;3944;1414
AV8B;5616;3744;598;2226;2071;2693
AV8B;1637;921;596;316;1436;592
AV8B;4096;2731;3771;1073;4096;1202
AV8B;4896;3264;1444;2188;1851;2447
AV8B;2560;1483;1944;980;2035;1023
AV8B;4896;3264;1362;1581;1746;1823
AV8B;2560;1483;1880;1094;1967;1137
AV8B;1500;1000;844;523;1171;610
AV8B;3744;5616;1765;573;2871;954
AV8B;2048;1362;55;323;2008;989
AV8B;3840;5760;1479;1637;3089;2274
AV8B;1280;870;10;269;1275;595
AV8B;1460;1043;357;312;1100;631
AV8B;1999;1398;468;362;712;494
AV8B;455;1202;38;749;381;837
AV8B;1999;1398;1003;517;1520;622
AV8B;2000;2316;168;347;548;518
AV8B;2000;2316;434;614;1092;916
AV8B;2000;2316;852;869;2000;1457
AV8B;3840;5760;1021;1246;3263;2504
AV8B;1999;1398;1620;616;1925;712
AV8B;4958;2789;0;1050;4958;2789
AV8B;6144;4088;580;1594;4189;2722
AV8B;2560;1483;1649;895;1740;942
AV8B;5616;3744;3992;2189;4571;2403
AV8B;1080;1350;62;776;905;999
AV8B;2560;1483;2048;441;2155;498
AV8B;2560;1483;2063;545;2168;603
AV8B;3072;1727;1546;827;1777;920
AV8B;1200;1200;96;136;1111;500
AV8B;1080;1350;9;934;979;1224
AV8B;1080;1350;0;1148;1080;1350
AV8B;2560;1483;2178;567;2280;621
AV8B;4096;2615;1107;1731;2031;2348
AV8B;550;413;236;173;347;216
AV8B;2560;1483;1242;377;1342;434
AV8B;1280;870;6;271;1271;616
AV8B;1637;921;346;278;1163;549
AV8B;4800;6000;882;1610;3284;2333
AV8B;1500;2100;139;905;1376;1400
AV8B;2048;1152;84;462;1105;709
AV8B;3810;2540;0;783;3810;2540
AV8B;5616;3744;2003;1889;5354;3394
AV8B;2560;1483;905;456;1002;512
AV8B;1616;1080;740;530;776;564
AV8B;2153;3226;80;739;1728;1404
AV8B;1575;886;4;258;1393;606
AV8B;1536;2048;126;492;1213;1118
AV8B;1575;886;481;277;1543;604
AV8B;4096;2731;0;659;3675;2316
AV8B;2560;1483;1554;803;1649;851
AV8B;4080;2720;2012;1119;2461;1508
AV8B;1874;2048;1255;368;1317;419
AV8B;4096;2725;0;1048;3254;1989
AV8B;3072;1727;1953;818;2169;905
AV8B;4096;2731;1423;1258;1603;1318
AV8B;2560;1600;1081;786;1472;939
AV8B;2560;1600;727;630;1102;764
AV8B;1710;1265;1339;660;1656;1064
AV8B;2100;1500;875;419;1844;807
AV8B;1710;1265;722;671;1040;1079
AV8B;5205;2928;81;322;5205;2381
AV8B;2560;1600;122;739;541;885
AV8B;3072;1727;2173;810;2369;897
AV8B;1124;737;220;155;1124;558
AV8B;1710;1265;94;647;426;1065
AV8B;960;1280;197;800;960;1038
AV8B;1809;1018;756;0;1159;1018
AV8B;2560;1600;342;956;776;1117
AV8B;2560;1600;735;1132;1148;1299
AV8B;3072;1727;1759;823;1950;914
AV8B;4096;2731;1584;1383;1735;1429
AV8B;2560;1600;1071;1266;1499;1449
AV8B;3264;2448;146;923;3263;1801
AV8B;3264;2448;0;1051;1624;1663
AV8B;2560;1600;422;551;821;679
AV8B;3749;2499;107;762;3635;1670
AV8B;2560;1600;1418;503;1787;637
AV8B;2100;1500;137;75;1443;670
AV8B;4096;2731;1833;1306;2001;1356
AV8B;2100;1500;398;263;1933;1061
AV8B;2560;1600;1706;354;2060;480
AV8B;2560;1600;2054;419;2419;544
AV8B;364;640;246;297;271;317
AV8B;364;640;125;299;149;322
AV8B;2560;1600;1776;691;2160;827
AV8B;2560;1600;1092;466;1440;599
AV8B;2560;1600;1394;979;1801;1134
AV8B;5616;3744;624;891;4180;2720
AV8B;2560;1600;710;326;1059;446
AV8B;5616;3744;2178;2062;2397;2176
AV8B;4096;2731;1269;1386;1429;1438
AV8B;4096;2730;619;876;1479;1281
AV8B;1500;1184;162;696;1372;1119
B1;1600;1200;654;689;788;800
B1;1600;1067;1051;621;1246;736
B1;1000;667;616;441;776;521
B1;1800;1200;901;476;1191;709
B1;4096;2718;1155;1241;1773;1368
B1;3840;2160;2167;1202;3395;1504
B1;4078;2913;1148;952;3154;1410
B1;2048;1416;1343;298;1622;426
B1;1280;816;417;245;833;329
B1;1920;1013;700;357;934;456
B1;1600;1088;0;450;1600;772
B1;2948;1448;248;935;1172;1127
B1;720;1280;196;499;298;591
B1;1200;800;140;254;986;504
B1;1000;667;684;147;728;156
B1;1000;667;755;159;798;168
B1;913;1200;49;36;852;1144
B1;1000;666;190;395;424;439
B1;750;465;19;140;730;310
B1;1280;752;77;137;1224;571
B1;1920;1013;1693;251;1855;313
B1;1015;768;151;174;449;235
B1;1936;1040;33;492;1833;886
B1;1000;666;518;243;803;304
B1;1024;819;47;181;875;469
B1;4096;2734;0;8;4096;1498
B1;4096;2725;1149;502;2463;1003
B1;1024;521;0;93;1024;364
B1;3586;1939;2640;196;2708;274
B1;1000;667;204;280;877;434
B1;1600;829;62;183;427;269
B1;1600;1062;290;259;357;345
B1;406;406;0;93;406;200
B1;3586;1939;3503;498;3572;581
B1;3840;2160;2222;709;3238;1126
B1;1440;960;174;285;1303;655
B1;8074;4650;0;1794;8074;3993
B1;2560;1724;922;703;1199;809
B1;3840;2160;1184;982;1798;1207
B1;3586;1939;3017;173;3083;256
B1;2048;1366;577;626;669;726
B1;1980;2772;492;563;712;636
B1;3586;1939;2935;116;3005;201
B1;3586;1939;2967;417;3033;494
B1;3586;1939;3258;334;3327;419
B1;2048;1323;120;638;665;802
B1;1600;829;194;266;681;379
B1;1065;1600;0;0;1065;1585
B1;6000;4000;195;1966;1866;2396
B1;1600;1065;732;320;1293;566
B1;1600;1067;990;196;1086;297
B1;920;613;0;218;791;396
B1;8256;5504;1279;2931;4038;3529
B1;8256;5504;3730;2211;8256;3518
B1;1600;1067;655;221;727;259
B1;2791;1350;130;779;563;914
B1;800;534;26;93;769;466
B1;2000;1000;52;243;742;493
B1;2000;1000;691;407;1864;888
B1;1303;652;109;68;1031;458
B1;6000;4000;1568;1667;5204;2449
B1;2995;1506;2748;582;2961;718
B1;2995;1506;1956;560;2170;701
B1;1280;816;180;421;1254;637
B1;4096;2561;3009;432;3173;520
B1;1600;1065;549;368;739;442
B1;1280;816;308;281;964;415
B1;1143;1600;198;351;350;400
B1;1763;992;95;302;364;400
B1;2048;1323;1097;634;1741;793
B1;1440;960;62;113;781;466
B1;2473;1591;1516;178;1597;262
B1;1920;803;102;121;1869;573
B1;1600;1144;237;374;1192;758
B1;2100;1500;837;427;1050;578
B1;3957;3165;1827;1826;3043;2102
B1;4256;2832;94;718;3343;1613
B1;2000;1335;802;249;1691;456
B1;1920;803;269;106;1752;485
B1;3395;1132;1827;567;2279;733
B1;3395;1132;932;544;1698;738
B1;1600;1200;700;614;849;685
B1;4096;2303;0;0;4096;1739
B1;780;419;32;207;303;265
B1;1280;720;344;169;713;321
B1;564;359;253;156;564;240
B1;1763;992;1037;143;1373;260
B1;3395;1132;1542;560;2044;737
B1;1920;803;444;105;1519;328
B1;3395;1132;2088;578;2497;731
B1;1920;803;509;0;1434;227
B1;2242;1602;0;0;2242;1231
B1;3586;1939;3370;688;3436;766
B1;3586;1939;3125;525;3195;601
B1;3586;1939;3044;470;3114;550
B1;3586;1939;3178;280;3247;362
B1;3840;2160;217;966;658;1065
B1;1980;2772;348;391;586;478
B1;1600;829;703;389;1600;588
B1;3592;1947;1161;576;1255;660
B1;1000;667;591;194;669;256
B1;1600;829;1059;225;1414;305
B1;1000;667;188;199;295;252
B1;1600;1300;517;219;649;249
B1;1000;1000;193;150;835;977
B1;1280;720;0;228;1280;512
B1;1982;1236;0;459;1920;838
B1;1000;1333;269;117;943;643
B1;2048;1396;0;0;2048;1365
B1;4096;2926;0;65;4096;1477
B1;2048;1366;602;641;1423;828
B1;952;951;64;560;390;773
B1;1000;750;405;235;840;482
B1;600;399;179;230;499;313
B1;3000;2055;0;1193;2526;1768
B1;900;506;0;168;900;414
B1;602;451;32;56;521;186
B1;1600;1068;395;514;928;878
B1;7360;4912;975;1079;7048;3145
B1;4096;2730;230;741;3920;1651
B1;1622;1080;1120;353;1293;402
B1;1622;1080;286;644;498;707
B1;3577;1944;2693;66;2914;263
B1;3124;1396;1296;370;1544;528
B1;3124;1396;1269;627;1524;794
B1;2784;1848;1588;764;2739;1509
B1;1280;1600;207;647;1035;825
B1;1600;1034;0;60;1600;840
B1;810;540;203;121;651;275
B1;2782;1848;173;35;2317;1596
B1;1577;887;183;16;343;55
B1;3000;2055;1172;745;2538;1044
B1;5242;3524;2353;1435;3061;2118
B1;600;399;97;183;419;252
B1;3000;2055;1035;401;1576;733
B1;1280;848;392;466;1205;622
B1;2048;1365;726;451;1990;721
B1;1286;1051;999;386;1205;572
B1;1000;750;279;259;543;400
B1;1000;667;536;123;582;133
B1;900;506;360;77;492;209
B1;2493;1669;1170;998;1653;1358
B1;1024;512;197;249;985;435
B1;3869;2583;0;761;3869;2285
B1;1623;1080;278;616;827;769
B1;597;680;319;381;554;454
B1;1196;783;404;29;881;783
B1;1536;2048;623;799;748;864
B1;1623;1080;1166;370;1318;431
B1;4619;3075;0;1132;4619;2051
B1;3000;2055;1562;557;2425;754
B1;5184;3456;2460;1491;2588;1768
B1;1920;1280;239;518;1776;891
B1;4096;2734;0;444;4096;1953
B1;932;524;374;183;475;228
B1;1622;1080;328;744;747;917
B1;4256;2832;1466;1235;2948;1559
B1;1451;814;595;98;663;131
B1;2048;286;1280;91;1496;205
B1;2576;1736;1435;384;1831;480
B1;874;552;20;46;829;511
B1;2576;1736;370;824;837;935
B1;1365;2048;677;587;820;705
B1;3428;2280;5;428;3404;1720
B1;1623;1080;658;565;811;626
B1;780;520;2;208;718;363
B1;2426;2726;1784;972;2149;1103
B1;1800;1177;108;417;1720;738
B1;1043;667;811;409;949;452
B1;2483;1607;0;358;2483;1108
B1;2048;1533;1038;870;1362;1055
B1;4096;2304;2322;316;2443;411
B1;5021;2398;118;964;1624;1301
B1;2048;1366;192;525;974;1007
B1;7360;4912;687;1735;6779;3204
